query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id,email_1,email_2
"law firm, Coachella, CA, US",Crockett Law Group,https://crockettlawgroup.com/indio/car-accident-lawyer/,Law firm,"Law firm, Personal injury attorney, Legal services",Personal injury attorney,+1 760-998-1828,"44105 Jackson St Ste 310, Indio, CA 92201",,44105 Jackson St Ste 310,Indio,92201.0,California,California,United States of America,US,33.7287484,-116.2171753,America/Los_Angeles,,False,5.0,30.0,"https://search.google.com/local/reviews?placeid=ChIJAY3tvwD32oARaWfAfwXbrxU&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,0.0,30.0,11.0,https://lh5.googleusercontent.com/p/AF1QipNTc46OJusxc4VRdq7QWU2Q1lRMB3RHqnjbk9xl=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNTc46OJusxc4VRdq7QWU2Q1lRMB3RHqnjbk9xl=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""From the business"": {""Identifies as LGBTQ+ owned"": true}, ""Service options"": {""Online appointments"": true, ""Onsite services"": true, ""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as LGBTQ+ owned"": true}}",,,https://lh4.googleusercontent.com/-GMallWaCwgU/AAAAAAAAAAI/AAAAAAAAAAA/ouRydw-G0ho/s44-p-k-no-ns-nd/photo.jpg,,,True,101726511292989018531,Crockett Law Group,https://www.google.com/maps/contrib/101726511292989018531,,,,,"https://www.google.com/maps/place/Crockett+Law+Group/@33.7287484,-116.2171753,14z/data=!4m8!1m2!2m1!1sCrockett+Law+Group!3m4!1s0x80daf700bfed8d01:0x15afdb057fc06769!8m2!3d33.7287484!4d-116.2171753",ChIJAY3tvwD32oARaWfAfwXbrxU,0x80daf700bfed8d01:0x15afdb057fc06769,1562708412385486697,1.5627084123854866e+18,,,
"law firm, Coachella, CA, US",Christopher Desalva Law Office,,Attorney,Attorney,Lawyer,+1 760-347-2648,"45902 Oasis St STE D, Indio, CA 92201",,45902 Oasis St STE D,Indio,92201.0,California,California,United States of America,US,33.7155999,-116.2206238,America/Los_Angeles,,False,5.0,8.0,"https://search.google.com/local/reviews?placeid=ChIJT3vcGYX32oARj5r49N_093c&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,0.0,8.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UKSZskDXzJw6XoUr53L4bA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=98.482445&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UKSZskDXzJw6XoUr53L4bA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=98.482445&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",,,,,,False,,Christopher Desalva Law Office,,,,,,"https://www.google.com/maps/place/Christopher+Desalva+Law+Office/@33.7155999,-116.2206238,14z/data=!4m8!1m2!2m1!1sChristopher+Desalva+Law+Office!3m4!1s0x80daf78519dc7b4f:0x77f7f4dff4f89a8f!8m2!3d33.7155999!4d-116.2206238",ChIJT3vcGYX32oARj5r49N_093c,0x80daf78519dc7b4f:0x77f7f4dff4f89a8f,8644647252485773967,8.644647252485774e+18,,,
"law firm, Coachella, CA, US",Dolan Law Offices,http://www.dolanlawoffices.com/,Law firm,"Law firm, Criminal justice attorney, Elder law attorney, Attorney, Trial attorney",Lawyer,+1 760-775-3739,"45-290 Fargo St, Indio, CA 92201",,45-290 Fargo St,Indio,92201.0,California,California,United States of America,US,33.7194253,-116.2166135,America/Los_Angeles,,False,4.6,14.0,"https://search.google.com/local/reviews?placeid=ChIJK-iJD4X32oAR-C9DFNESYx4&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,1.0,0.0,12.0,18.0,https://lh5.googleusercontent.com/p/AF1QipNHqcqTe6iSVJJv8fNNnVGAvM45SVENRU46j-FF=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNHqcqTe6iSVJJv8fNNnVGAvM45SVENRU46j-FF=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""9-11:30AM""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:9-11:30AM,,,OPERATIONAL,"{""Service options"": {""Onsite services"": true, ""Online appointments"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh5.googleusercontent.com/-wm7aOKCGY1Y/AAAAAAAAAAI/AAAAAAAAAAA/wSUyfOk_RI8/s44-p-k-no-ns-nd/photo.jpg,,,True,107515972726455091287,Dolan Law Offices,https://www.google.com/maps/contrib/107515972726455091287,,https://dolanlawoffices.com/contact-us/,,https://dolanlawoffices.com/contact-us/,"https://www.google.com/maps/place/Dolan+Law+Offices/@33.7194253,-116.2166135,14z/data=!4m8!1m2!2m1!1sDolan+Law+Offices!3m4!1s0x80daf7850f89e82b:0x1e6312d114432ff8!8m2!3d33.7194253!4d-116.2166135",ChIJK-iJD4X32oAR-C9DFNESYx4,0x80daf7850f89e82b:0x1e6312d114432ff8,2189614533029605368,2.189614533029605e+18,,,
"law firm, Coachella, CA, US",Naomi Kottler Berkowitz Attorney At Law,https://naomi-kottler-berkowitz-attorney-at-law.business.site/?utm_source=gmb,Family law attorney,Family law attorney,Family law attorney,+1 760-347-2100,"82500 CA-111 #10b, Indio, CA 92201",,82500 CA-111 #10b,Indio,92201.0,California,California,United States of America,US,33.7152332,-116.2248274,America/Los_Angeles,,False,4.7,14.0,"https://search.google.com/local/reviews?placeid=ChIJK-iJD4X32oAR0xeidhJpE8g&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,0.0,0.0,13.0,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WcOEBKZyzV7gdV72Z3QtNQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=150.93254&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipNNnTjTX5nJGzxAaNlW2-7nUVxb3vpKWdSGz-T7=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""11:30AM-4PM"", ""Tuesday"": ""11:30AM-4PM"", ""Wednesday"": ""11:30AM-4PM"", ""Thursday"": ""11:30AM-4PM"", ""Friday"": ""11:30AM-4PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:11:30AM-4PM|Tuesday:11:30AM-4PM|Wednesday:11:30AM-4PM|Thursday:11:30AM-4PM|Friday:11:30AM-4PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh3.googleusercontent.com/-n6b3QDS7_Nk/AAAAAAAAAAI/AAAAAAAAAAA/4iilE2CxGJU/s44-p-k-no-ns-nd/photo.jpg,,,True,109753912008693531323,Naomi Kottler Berkowitz Attorney At Law,https://www.google.com/maps/contrib/109753912008693531323,,,,,"https://www.google.com/maps/place/Naomi+Kottler+Berkowitz+Attorney+At+Law/@33.7152332,-116.2248274,14z/data=!4m8!1m2!2m1!1sNaomi+Kottler+Berkowitz+Attorney+At+Law!3m4!1s0x80daf7850f89e82b:0xc813691276a217d3!8m2!3d33.7152332!4d-116.2248274",ChIJK-iJD4X32oAR0xeidhJpE8g,0x80daf7850f89e82b:0xc813691276a217d3,14416982360163751891,-4.02976e+18,,,
"law firm, Coachella, CA, US",Southwest Legal - Criminal Defense Attorneys,https://www.southwestlegal.com/,Law firm,"Law firm, Service establishment, Criminal justice attorney, Attorney, Legal services",Criminal justice attorney,+1 951-425-4332,,,,,,,,,,33.7388684,-116.2302444,America/Los_Angeles,,True,4.6,13.0,"https://search.google.com/local/reviews?placeid=ChIJBfsfPMH32oARIHmzKKuWWBc&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,0.0,1.0,11.0,6.0,https://lh5.googleusercontent.com/p/AF1QipNl2s7cfqDHM0QorEQd-0M7CU5FRgr7bscIN4GR=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNl2s7cfqDHM0QorEQd-0M7CU5FRgr7bscIN4GR=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""Service options"": {""Online appointments"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",,,https://lh6.googleusercontent.com/-kmLuPTHLrRU/AAAAAAAAAAI/AAAAAAAAAAA/I1uTjSob-AY/s44-p-k-no-ns-nd/photo.jpg,,,True,110729734669844608925,Southwest Legal - Criminal Defense Attorneys,https://www.google.com/maps/contrib/110729734669844608925,,,,,"https://www.google.com/maps/place/Southwest+Legal+-+Criminal+Defense+Attorneys/@33.7388684,-116.23024439999999,14z/data=!4m8!1m2!2m1!1sSouthwest+Legal+-+Criminal+Defense+Attorneys!3m4!1s0x80daf7c13c1ffb05:0x175896ab28b37920!8m2!3d33.7388684!4d-116.23024439999999",ChIJBfsfPMH32oARIHmzKKuWWBc,0x80daf7c13c1ffb05:0x175896ab28b37920,1682260122689304864,1.6822601226893048e+18,,,
"law firm, Coachella, CA, US",Wilkerson & Mulligan,https://www.forestwilkersonlaw.com/,Law firm,"Law firm, Criminal justice attorney, Attorney, Trial attorney",Criminal justice attorney,+1 760-777-4322,"78-060 Cll Estado #21, La Quinta, CA 92253",,78-060 Cll Estado #21,La Quinta,92253.0,California,California,United States of America,US,33.6761316,-116.3028744,America/Los_Angeles,,False,5.0,32.0,"https://search.google.com/local/reviews?placeid=ChIJw-Z_Yb342oARI5a7nvN2fgY&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,1.0,31.0,8.0,https://lh5.googleusercontent.com/p/AF1QipMt9-m1hLckzf9gJ84CRIIdYg-JoyJF8EFMcy1y=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMt9-m1hLckzf9gJ84CRIIdYg-JoyJF8EFMcy1y=w1600-h1000-k-no,,"{""Sunday"": ""8AM-5PM"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""Closed""}",Sunday:8AM-5PM|Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:Closed,,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,https://lh5.googleusercontent.com/-Ctv-jFDcXaY/AAAAAAAAAAI/AAAAAAAAAAA/RoEfJ5ghi78/s44-p-k-no-ns-nd/photo.jpg,,,True,116941140255633118329,Wilkerson & Mulligan,https://www.google.com/maps/contrib/116941140255633118329,,,,,"https://www.google.com/maps/place/Wilkerson+%26+Mulligan/@33.6761316,-116.3028744,14z/data=!4m8!1m2!2m1!1sWilkerson+%26+Mulligan!3m4!1s0x80daf8bd617fe6c3:0x67e76f39ebb9623!8m2!3d33.6761316!4d-116.3028744",ChIJw-Z_Yb342oARI5a7nvN2fgY,0x80daf8bd617fe6c3:0x67e76f39ebb9623,467942200005334563,4.679422000053345e+17,,,
"law firm, Coachella, CA, US","The Law Office of Brad Faber, A.P.C.",https://www.indiodivorcelawyer.com/,Divorce lawyer,"Divorce lawyer, Family law attorney",Divorce lawyer,+1 888-497-8715,"49950 Jefferson St Suite 130-218, Indio, CA 92201",,49950 Jefferson St Suite 130-218,Indio,92201.0,California,California,United States of America,US,33.6865884,-116.2671886,America/Los_Angeles,,False,4.4,20.0,"https://search.google.com/local/reviews?placeid=ChIJR7mw6mX42oAR0wQ-jWjnp5E&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,3.0,0.0,0.0,0.0,17.0,4.0,https://lh5.googleusercontent.com/p/AF1QipNI5El4iE1BIjRz8jd-NhcNTeBMG-8R8nUCpg_V=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNI5El4iE1BIjRz8jd-NhcNTeBMG-8R8nUCpg_V=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": false}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible entrance"": false, ""Wheelchair accessible seating"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,https://lh3.googleusercontent.com/-ex-RAS37mP8/AAAAAAAAAAI/AAAAAAAAAAA/UGOtGC2u8Yg/s44-p-k-no-ns-nd/photo.jpg,,,True,113145972968726624988,"The Law Office of Brad Faber, A.P.C.",https://www.google.com/maps/contrib/113145972968726624988,,,,,"https://www.google.com/maps/place/The+Law+Office+of+Brad+Faber%2C+A.P.C./@33.6865884,-116.2671886,14z/data=!4m8!1m2!2m1!1sThe+Law+Office+of+Brad+Faber%2C+A.P.C.!3m4!1s0x80daf865eab0b947:0x91a7e7688d3e04d3!8m2!3d33.6865884!4d-116.2671886",ChIJR7mw6mX42oAR0wQ-jWjnp5E,0x80daf865eab0b947:0x91a7e7688d3e04d3,10495611892842497235,-7.95113e+18,,,
"law firm, Coachella, CA, US",Law Office of Gary Finn,,Immigration attorney,"Immigration attorney, Attorney",Immigration attorney,+1 760-347-5779,"82632 CA-111, Indio, CA 92201",,82632 CA-111,Indio,92201.0,California,California,United States of America,US,33.7150155,-116.2225148,America/Los_Angeles,,False,4.4,19.0,"https://search.google.com/local/reviews?placeid=ChIJd1bdsYX32oAReT8S0uMvX5M&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,2.0,0.0,2.0,14.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TaYhbfRZw-PMYxAR5HPlwg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=353.1368&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TaYhbfRZw-PMYxAR5HPlwg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=353.1368&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",,,,,,False,,Law Office of Gary Finn,,,,,,"https://www.google.com/maps/place/Law+Office+of+Gary+Finn/@33.7150155,-116.2225148,14z/data=!4m8!1m2!2m1!1sLaw+Office+of+Gary+Finn!3m4!1s0x80daf785b1dd5677:0x935f2fe3d2123f79!8m2!3d33.7150155!4d-116.2225148",ChIJd1bdsYX32oAReT8S0uMvX5M,0x80daf785b1dd5677:0x935f2fe3d2123f79,10619259101891411833,-7.82748e+18,,,
"law firm, Coachella, CA, US","Christopher Hickey, Attorney at Law",,Trial attorney,Trial attorney,Trial attorney,+1 760-660-6551,"82850 CA-111 Suite C, Indio, CA 92201",,82850 CA-111 Suite C,Indio,92201.0,California,California,United States of America,US,33.715124,-116.2192256,America/Los_Angeles,,False,5.0,9.0,"https://search.google.com/local/reviews?placeid=ChIJT3vcGYX32oAR9Y8TaJJTH98&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,0.0,9.0,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PTfRmC_yHRxRzXfK6ttpkA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=2.8496268&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipNn6HkrWGI5ms-3i-6xnmIvF7WfgSoTlHShar4c=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh6.googleusercontent.com/-fWvdwHrEdQY/AAAAAAAAAAI/AAAAAAAAAAA/eKTSVWia3X0/s44-p-k-no-ns-nd/photo.jpg,,,True,105301760085182208797,"Christopher Hickey, Attorney at Law",https://www.google.com/maps/contrib/105301760085182208797,,,,,"https://www.google.com/maps/place/Christopher+Hickey%2C+Attorney+at+Law/@33.715123999999996,-116.2192256,14z/data=!4m8!1m2!2m1!1sChristopher+Hickey%2C+Attorney+at+Law!3m4!1s0x80daf78519dc7b4f:0xdf1f539268138ff5!8m2!3d33.715123999999996!4d-116.2192256",ChIJT3vcGYX32oAR9Y8TaJJTH98,0x80daf78519dc7b4f:0xdf1f539268138ff5,16077661083012403189,-2.36908e+18,,,
"law firm, Coachella, CA, US",David S. Gray - DG Law Group,https://www.dglawgroup.com/,Personal injury attorney,"Personal injury attorney, Employment attorney, Social security attorney",Personal injury attorney,+1 760-863-1800,"82-500 CA-111, Indio, CA 92201",,82-500 CA-111,Indio,92201.0,California,California,United States of America,US,33.7150796,-116.2246937,America/Los_Angeles,,False,4.1,14.0,"https://search.google.com/local/reviews?placeid=ChIJPyFLTI_32oARNndbJmBdJY4&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,3.0,0.0,0.0,0.0,11.0,4.0,https://lh5.googleusercontent.com/p/AF1QipNZk4JXZSGSsnXX893WocOrTt1ZpgivFnjcHVeu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNZk4JXZSGSsnXX893WocOrTt1ZpgivFnjcHVeu=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-12PM,1-5PM"", ""Tuesday"": ""9AM-12PM,1-5PM"", ""Wednesday"": ""9AM-12PM,1-5PM"", ""Thursday"": ""9AM-12PM,1-5PM"", ""Friday"": ""9AM-12PM,1-5PM"", ""Saturday"": ""Closed""}","Sunday:Closed|Monday:9AM-12PM,1-5PM|Tuesday:9AM-12PM,1-5PM|Wednesday:9AM-12PM,1-5PM|Thursday:9AM-12PM,1-5PM|Friday:9AM-12PM,1-5PM|Saturday:Closed",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh5.googleusercontent.com/-_8RwK-hYeWk/AAAAAAAAAAI/AAAAAAAAAAA/zjGJOB275P4/s44-p-k-no-ns-nd/photo.jpg,,,True,105635791337368509611,David S. Gray - DG Law Group,https://www.google.com/maps/contrib/105635791337368509611,,https://www.dglawgroup.com/contact-us/,,https://www.dglawgroup.com/contact-us/,"https://www.google.com/maps/place/David+S.+Gray+-+DG+Law+Group/@33.715079599999996,-116.22469369999999,14z/data=!4m8!1m2!2m1!1sDavid+S.+Gray+-+DG+Law+Group!3m4!1s0x80daf78f4c4b213f:0x8e255d60265b7736!8m2!3d33.715079599999996!4d-116.22469369999999",ChIJPyFLTI_32oARNndbJmBdJY4,0x80daf78f4c4b213f:0x8e255d60265b7736,10242695595065833270,-8.20405e+18,,,
"law firm, Coachella, CA, US",Law Offices of Leonard Cravens,http://www.cravenslawindio.com/,Attorney,Attorney,Lawyer,+1 760-342-1810,"45902 Oasis St STE C, Indio, CA 92201",,45902 Oasis St STE C,Indio,92201.0,California,California,United States of America,US,33.715609,-116.2206349,America/Los_Angeles,,False,4.0,9.0,"https://search.google.com/local/reviews?placeid=ChIJT3vcGYX32oARsGQXrGv7gR8&q=law+firm,+Coachella,+CA,+US&authuser=0&hl=en&gl=US",,,2.0,0.0,0.0,1.0,6.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UKSZskDXzJw6XoUr53L4bA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=93.064255&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UKSZskDXzJw6XoUr53L4bA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=93.064255&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""10AM-4PM"", ""Tuesday"": ""10AM-4PM"", ""Wednesday"": ""10AM-4PM"", ""Thursday"": ""10AM-4PM"", ""Friday"": ""10AM-4PM"", ""Saturday"": ""2-4PM""}",Sunday:Closed|Monday:10AM-4PM|Tuesday:10AM-4PM|Wednesday:10AM-4PM|Thursday:10AM-4PM|Friday:10AM-4PM|Saturday:2-4PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",,,https://lh4.googleusercontent.com/-g9MYyG3E0mA/AAAAAAAAAAI/AAAAAAAAAAA/i7pjZIS1TB8/s44-p-k-no-ns-nd/photo.jpg,,,True,104083425966471642511,Law Offices of Leonard Cravens,https://www.google.com/maps/contrib/104083425966471642511,,,,,"https://www.google.com/maps/place/Law+Offices+of+Leonard+Cravens/@33.715609,-116.2206349,14z/data=!4m8!1m2!2m1!1sLaw+Offices+of+Leonard+Cravens!3m4!1s0x80daf78519dc7b4f:0x1f81fb6bac1764b0!8m2!3d33.715609!4d-116.2206349",ChIJT3vcGYX32oARsGQXrGv7gR8,0x80daf78519dc7b4f:0x1f81fb6bac1764b0,2270372127038727344,2.270372127038728e+18,,,
